Year,Year_number,Site_Code,Orchard_Block,Alleyway_Treatment,Section_code,Tree_code,Distance,Blossoms,Fruit_set,Percentage_fuit_set
Year_2,2018,Site_3,Orchard_Block_5,SWS,3,6,52.3,58,9,15.5
Year_2,2018,Site_3,Orchard_Block_5,SWS,4,7,61.8,44,7,15.9
Year_2,2018,Site_3,Orchard_Block_5,SWS,4,8,71.3,37,6,16.2
Year_2,2018,Site_3,Orchard_Block_5,AMWS,1,1,4.8,45,14,31.1
Year_2,2018,Site_3,Orchard_Block_5,AMWS,1,2,14.3,35,2,5.7
Year_2,2018,Site_3,Orchard_Block_5,AMWS,2,3,23.8,53,1,1.9
Year_2,2018,Site_3,Orchard_Block_5,AMWS,2,4,33.3,63,2,3.2
Year_2,2018,Site_3,Orchard_Block_5,AMWS,3,5,42.8,79,8,10.1
Year_2,2018,Site_3,Orchard_Block_5,AMWS,3,6,52.3,74,7,9.5
Year_2,2018,Site_3,Orchard_Block_5,AMWS,4,7,61.8,59,3,5.1
Year_2,2018,Site_3,Orchard_Block_5,AMWS,4,8,71.3,74,3,4.1
Year_2,2018,Site_3,Orchard_Block_6,CS,1,1,4.8,41,10,24.4
Year_2,2018,Site_3,Orchard_Block_6,CS,1,2,14.3,37,8,21.6
Year_2,2018,Site_3,Orchard_Block_6,CS,2,3,23.8,99,18,18.2
Year_2,2018,Site_3,Orchard_Block_6,CS,2,4,33.3,48,0,0
Year_2,2018,Site_3,Orchard_Block_6,CS,3,5,42.8,57,13,22.8
Year_2,2018,Site_3,Orchard_Block_6,SWS,1,1,4.8,32,1,3.1
Year_2,2018,Site_3,Orchard_Block_6,SWS,1,2,14.3,64,8,12.5
Year_2,2018,Site_3,Orchard_Block_6,SWS,2,3,23.8,35,3,8.6
Year_2,2018,Site_3,Orchard_Block_6,SWS,2,4,33.3,64,19,29.7
Year_2,2018,Site_3,Orchard_Block_6,SWS,3,5,42.8,71,10,14.1
Year_2,2018,Site_3,Orchard_Block_6,AMWS,1,1,4.8,63,11,17.5
Year_2,2018,Site_3,Orchard_Block_6,AMWS,1,2,14.3,86,20,23.3
Year_2,2018,Site_3,Orchard_Block_6,AMWS,2,3,23.8,60,17,28.3
Year_2,2018,Site_3,Orchard_Block_6,AMWS,2,4,33.3,71,6,8.5
Year_2,2018,Site_3,Orchard_Block_6,AMWS,3,5,42.8,81,12,14.8
Year_2,2018,Site_4,Orchard_Block_7,CS,1,1,4.8,35,7,20
Year_2,2018,Site_4,Orchard_Block_7,CS,1,2,14.3,77,15,19.5
Year_2,2018,Site_4,Orchard_Block_7,CS,2,3,23.8,60,9,15
Year_2,2018,Site_4,Orchard_Block_7,CS,2,4,33.3,83,26,31.3
Year_2,2018,Site_4,Orchard_Block_7,CS,3,5,42.8,66,9,13.6
Year_2,2018,Site_4,Orchard_Block_7,CS,3,6,52.3,89,20,22.5
Year_2,2018,Site_4,Orchard_Block_7,CS,4,7,61.8,61,1,1.6
Year_2,2018,Site_4,Orchard_Block_7,CS,4,8,71.3,57,1,1.8
Year_2,2018,Site_4,Orchard_Block_7,SWS,1,1,4.8,111,20,18
Year_2,2018,Site_4,Orchard_Block_7,SWS,1,2,14.3,60,2,3.3
Year_2,2018,Site_4,Orchard_Block_7,SWS,2,3,23.8,44,8,18.2
Year_2,2018,Site_4,Orchard_Block_7,SWS,2,4,33.3,62,10,16.1
Year_2,2018,Site_4,Orchard_Block_7,SWS,3,5,42.8,40,4,10
Year_2,2018,Site_4,Orchard_Block_7,SWS,3,6,52.3,71,4,5.6
Year_2,2018,Site_4,Orchard_Block_7,SWS,4,7,61.8,42,4,9.5
Year_2,2018,Site_4,Orchard_Block_7,SWS,4,8,71.3,52,7,13.5
Year_2,2018,Site_4,Orchard_Block_7,AMWS,1,1,4.8,46,9,19.6
Year_2,2018,Site_4,Orchard_Block_7,AMWS,1,2,14.3,74,12,16.2
Year_2,2018,Site_4,Orchard_Block_7,AMWS,2,3,23.8,48,12,25
Year_2,2018,Site_4,Orchard_Block_7,AMWS,2,4,33.3,38,11,28.9
Year_2,2018,Site_4,Orchard_Block_7,AMWS,3,5,42.8,60,8,13.3
Year_2,2018,Site_4,Orchard_Block_8,CS,1,1,4.8,47,6,12.8
Year_2,2018,Site_4,Orchard_Block_8,CS,1,2,14.3,63,7,11.1
Year_2,2018,Site_4,Orchard_Block_8,CS,2,3,23.8,82,16,19.5
Year_2,2018,Site_4,Orchard_Block_8,CS,2,4,33.3,76,14,18.4
Year_2,2018,Site_4,Orchard_Block_8,CS,3,5,42.8,81,9,11.1
Year_2,2018,Site_4,Orchard_Block_8,CS,3,6,52.3,54,8,14.8
Year_2,2018,Site_4,Orchard_Block_8,CS,4,7,61.8,80,12,15
Year_2,2018,Site_4,Orchard_Block_8,CS,4,8,71.3,46,6,13
Year_2,2018,Site_4,Orchard_Block_8,SWS,1,1,4.8,89,12,13.5
Year_2,2018,Site_4,Orchard_Block_8,SWS,1,2,14.3,76,6,7.9
Year_2,2018,Site_4,Orchard_Block_8,SWS,2,3,23.8,41,6,14.6
Year_2,2018,Site_4,Orchard_Block_8,SWS,2,4,33.3,62,7,11.3
Year_2,2018,Site_4,Orchard_Block_8,SWS,3,5,42.8,81,14,17.3
Year_2,2018,Site_4,Orchard_Block_8,SWS,3,6,52.3,60,3,5
Year_2,2018,Site_4,Orchard_Block_8,SWS,4,7,61.8,65,11,16.9
Year_2,2018,Site_4,Orchard_Block_8,SWS,4,8,71.3,82,6,7.3
Year_2,2018,Site_4,Orchard_Block_8,AMWS,1,1,4.8,69,8,11.6
Year_2,2018,Site_4,Orchard_Block_8,AMWS,1,2,14.3,101,12,11.9
Year_2,2018,Site_4,Orchard_Block_8,AMWS,2,3,23.8,77,10,13
Year_2,2018,Site_4,Orchard_Block_8,AMWS,2,4,33.3,84,14,16.7
Year_2,2018,Site_4,Orchard_Block_8,AMWS,3,5,42.8,62,10,16.1
Year_2,2018,Site_4,Orchard_Block_8,AMWS,3,6,52.3,37,5,13.5
Year_2,2018,Site_4,Orchard_Block_8,AMWS,4,7,61.8,65,3,4.6
Year_2,2018,Site_4,Orchard_Block_8,AMWS,4,8,71.3,72,16,22.2
Year_2,2018,Site_5,Orchard_Block_9,CS,1,1,4.8,104,11,10.6
Year_2,2018,Site_5,Orchard_Block_9,CS,1,2,14.3,85,1,1.2
Year_2,2018,Site_5,Orchard_Block_9,CS,2,3,23.8,131,5,3.8
Year_2,2018,Site_5,Orchard_Block_9,CS,2,4,33.3,56,4,7.1
Year_2,2018,Site_5,Orchard_Block_9,CS,3,5,42.8,33,0,0
Year_2,2018,Site_5,Orchard_Block_9,CS,3,6,52.3,70,4,5.7
Year_2,2018,Site_5,Orchard_Block_9,CS,4,7,61.8,104,5,4.8
Year_2,2018,Site_5,Orchard_Block_9,CS,4,8,71.3,96,13,13.5
Year_2,2018,Site_5,Orchard_Block_9,SWS,1,1,4.8,64,17,26.6
Year_2,2018,Site_5,Orchard_Block_9,SWS,1,2,14.3,73,5,6.8
Year_2,2018,Site_5,Orchard_Block_9,SWS,2,3,23.8,75,13,17.3
Year_2,2018,Site_5,Orchard_Block_9,SWS,2,4,33.3,42,2,4.8
Year_2,2018,Site_5,Orchard_Block_9,SWS,3,5,42.8,75,11,14.7
Year_2,2018,Site_5,Orchard_Block_9,SWS,3,6,52.3,92,9,9.8
Year_2,2018,Site_5,Orchard_Block_9,SWS,4,7,61.8,54,3,5.6
Year_2,2018,Site_5,Orchard_Block_9,SWS,4,8,71.3,31,2,6.5
Year_2,2018,Site_5,Orchard_Block_9,AMWS,1,1,4.8,109,14,12.8
Year_2,2018,Site_5,Orchard_Block_9,AMWS,1,2,14.3,80,11,13.8
Year_2,2018,Site_5,Orchard_Block_9,AMWS,2,3,23.8,116,12,10.3
Year_2,2018,Site_5,Orchard_Block_9,AMWS,2,4,33.3,56,6,10.7
Year_2,2018,Site_5,Orchard_Block_9,AMWS,3,5,42.8,65,9,13.8
Year_2,2018,Site_5,Orchard_Block_9,AMWS,3,6,52.3,39,5,12.8
Year_2,2018,Site_5,Orchard_Block_9,AMWS,4,7,61.8,42,2,4.8
Year_2,2018,Site_5,Orchard_Block_9,AMWS,4,8,71.3,82,13,15.9
Year_2,2018,Site_5,Orchard_Block_10,CS,1,1,4.8,40,14,35
Year_2,2018,Site_5,Orchard_Block_10,CS,1,2,14.3,59,14,23.7
Year_2,2018,Site_5,Orchard_Block_10,CS,2,3,23.8,73,13,17.8
Year_2,2018,Site_5,Orchard_Block_10,CS,2,4,33.3,85,16,18.8
Year_2,2018,Site_5,Orchard_Block_10,CS,3,5,42.8,65,19,29.2
Year_2,2018,Site_5,Orchard_Block_10,CS,3,6,52.3,58,13,22.4
Year_2,2018,Site_5,Orchard_Block_10,CS,4,7,61.8,62,22,35.5
Year_2,2018,Site_5,Orchard_Block_10,CS,4,8,71.3,61,0,0
Year_2,2018,Site_5,Orchard_Block_10,SWS,1,1,4.8,89,37,41.6
Year_2,2018,Site_5,Orchard_Block_10,SWS,1,2,14.3,84,18,21.4
Year_2,2018,Site_5,Orchard_Block_10,SWS,2,3,23.8,42,12,28.6
Year_2,2018,Site_5,Orchard_Block_10,SWS,2,4,33.3,74,16,21.6
Year_2,2018,Site_5,Orchard_Block_10,SWS,3,5,42.8,76,13,17.1
Year_2,2018,Site_5,Orchard_Block_10,AMWS,1,1,4.8,50,18,36
Year_2,2018,Site_5,Orchard_Block_10,AMWS,1,2,14.3,56,14,25
Year_2,2018,Site_5,Orchard_Block_10,AMWS,2,3,23.8,83,15,18.1
Year_2,2018,Site_5,Orchard_Block_10,AMWS,2,4,33.3,49,9,18.4
Year_2,2018,Site_5,Orchard_Block_10,AMWS,3,5,42.8,39,1,2.6
Year_2,2018,Site_5,Orchard_Block_10,AMWS,3,6,52.3,39,2,5.1
Year_2,2018,Site_5,Orchard_Block_10,AMWS,4,7,61.8,72,2,2.8
Year_2,2018,Site_5,Orchard_Block_10,AMWS,4,8,71.3,75,5,6.7
Year_3,2019,Site_1,Orchard_Block_1,CS,1,1,4.8,58,3,5.2
Year_3,2019,Site_1,Orchard_Block_1,CS,2,2,23.8,30,7,23.3
Year_3,2019,Site_1,Orchard_Block_1,CS,3,3,42.8,50,4,8
Year_3,2019,Site_1,Orchard_Block_1,CS,4,4,61.8,66,12,18.2
Year_3,2019,Site_1,Orchard_Block_1,SWS,1,1,4.8,81,7,8.6
Year_3,2019,Site_1,Orchard_Block_1,SWS,2,2,23.8,137,6,4.4
Year_3,2019,Site_1,Orchard_Block_1,SWS,3,3,42.8,96,9,9.4
Year_3,2019,Site_1,Orchard_Block_1,SWS,4,4,61.8,48,7,14.6
Year_3,2019,Site_1,Orchard_Block_1,AMWS,1,1,4.8,52,18,34.6
Year_3,2019,Site_1,Orchard_Block_1,AMWS,2,2,23.8,98,31,31.6
Year_3,2019,Site_1,Orchard_Block_1,AMWS,3,3,42.8,66,24,36.4
Year_3,2019,Site_1,Orchard_Block_1,AMWS,4,4,61.8,26,6,23.1
Year_3,2019,Site_1,Orchard_Block_2,CS,1,1,4.8,93,7,7.5
Year_3,2019,Site_1,Orchard_Block_2,CS,2,2,23.8,68,11,16.2
Year_3,2019,Site_1,Orchard_Block_2,CS,3,3,42.8,106,3,2.8
Year_3,2019,Site_1,Orchard_Block_2,CS,4,4,61.8,99,35,35.4
Year_3,2019,Site_1,Orchard_Block_2,SWS,1,1,4.8,104,25,24
Year_3,2019,Site_1,Orchard_Block_2,SWS,2,2,23.8,59,8,13.6
Year_3,2019,Site_1,Orchard_Block_2,SWS,3,3,42.8,75,4,5.3
Year_3,2019,Site_1,Orchard_Block_2,SWS,4,4,61.8,65,11,16.9
Year_3,2019,Site_1,Orchard_Block_2,AMWS,1,1,4.8,76,5,6.6
Year_3,2019,Site_1,Orchard_Block_2,AMWS,2,2,23.8,92,37,40.2
Year_3,2019,Site_1,Orchard_Block_2,AMWS,3,3,42.8,39,1,2.6
Year_3,2019,Site_1,Orchard_Block_2,AMWS,4,4,61.8,56,5,8.9
Year_3,2019,Site_2,Orchard_Block_3,CS,1,1,4.8,103,19,18.4
Year_3,2019,Site_2,Orchard_Block_3,CS,2,2,23.8,64,4,6.3
Year_3,2019,Site_2,Orchard_Block_3,CS,3,3,42.8,65,2,3.1
Year_3,2019,Site_2,Orchard_Block_3,CS,4,4,61.8,114,0,0
Year_3,2019,Site_2,Orchard_Block_3,SWS,1,1,4.8,69,14,20.3
Year_3,2019,Site_2,Orchard_Block_3,SWS,2,2,23.8,35,1,2.9
Year_3,2019,Site_2,Orchard_Block_3,SWS,3,3,42.8,109,3,2.8
Year_3,2019,Site_2,Orchard_Block_3,SWS,4,4,61.8,127,21,16.5
Year_3,2019,Site_2,Orchard_Block_3,AMWS,1,1,4.8,52,14,26.9
Year_3,2019,Site_2,Orchard_Block_3,AMWS,2,2,23.8,66,17,25.8
Year_3,2019,Site_2,Orchard_Block_3,AMWS,3,3,42.8,71,8,11.3
Year_3,2019,Site_2,Orchard_Block_3,AMWS,4,4,61.8,29,7,24.1
Year_3,2019,Site_2,Orchard_Block_4,CS,1,1,4.8,39,15,38.5
Year_3,2019,Site_2,Orchard_Block_4,CS,2,2,23.8,103,7,6.8
Year_3,2019,Site_2,Orchard_Block_4,CS,3,3,42.8,95,5,5.3
Year_3,2019,Site_2,Orchard_Block_4,CS,4,4,61.8,90,2,2.2
Year_3,2019,Site_2,Orchard_Block_4,SWS,1,1,4.8,95,17,17.9
Year_3,2019,Site_2,Orchard_Block_4,SWS,2,2,23.8,124,9,7.3
Year_3,2019,Site_2,Orchard_Block_4,SWS,3,3,42.8,115,6,5.2
Year_3,2019,Site_2,Orchard_Block_4,SWS,4,4,61.8,39,1,2.6
Year_3,2019,Site_2,Orchard_Block_4,AMWS,1,1,4.8,42,21,50
Year_3,2019,Site_2,Orchard_Block_4,AMWS,2,2,23.8,46,4,8.7
Year_3,2019,Site_2,Orchard_Block_4,AMWS,3,3,42.8,106,11,10.4
Year_3,2019,Site_2,Orchard_Block_4,AMWS,4,4,61.8,70,3,4.3
Year_3,2019,Site_3,Orchard_Block_5,CS,1,1,4.8,72,19,26.4
Year_3,2019,Site_3,Orchard_Block_5,CS,2,2,23.8,115,31,27
Year_3,2019,Site_3,Orchard_Block_5,CS,3,3,42.8,25,3,12
Year_3,2019,Site_3,Orchard_Block_5,CS,4,4,61.8,88,19,21.6
Year_3,2019,Site_3,Orchard_Block_5,SWS,1,1,4.8,88,24,27.3
Year_3,2019,Site_3,Orchard_Block_5,SWS,2,2,23.8,66,17,25.8
Year_3,2019,Site_3,Orchard_Block_5,SWS,3,3,42.8,79,21,26.6
Year_3,2019,Site_3,Orchard_Block_5,SWS,4,4,61.8,57,22,38.6
Year_3,2019,Site_3,Orchard_Block_5,AMWS,1,1,4.8,110,10,9.1
Year_3,2019,Site_3,Orchard_Block_5,AMWS,2,2,23.8,89,26,29.2
Year_3,2019,Site_3,Orchard_Block_5,AMWS,3,3,42.8,82,9,11
Year_3,2019,Site_3,Orchard_Block_5,AMWS,4,4,61.8,132,25,18.9
Year_3,2019,Site_3,Orchard_Block_6,CS,1,1,4.8,39,13,33.3
Year_3,2019,Site_3,Orchard_Block_6,CS,2,2,23.8,43,12,27.9
Year_3,2019,Site_3,Orchard_Block_6,CS,3,3,42.8,47,9,19.1
Year_3,2019,Site_3,Orchard_Block_6,SWS,1,1,4.8,90,29,32.2
Year_3,2019,Site_3,Orchard_Block_6,SWS,2,2,23.8,25,4,16
Year_3,2019,Site_3,Orchard_Block_6,SWS,3,3,42.8,32,8,25
Year_3,2019,Site_3,Orchard_Block_6,AMWS,1,1,4.8,27,2,7.4
Year_3,2019,Site_3,Orchard_Block_6,AMWS,2,2,23.8,82,20,24.4
Year_3,2019,Site_3,Orchard_Block_6,AMWS,3,3,42.8,79,15,19
Year_3,2019,Site_4,Orchard_Block_7,CS,1,1,4.8,43,8,18.6
Year_3,2019,Site_4,Orchard_Block_7,CS,2,2,23.8,44,3,6.8
Year_3,2019,Site_4,Orchard_Block_7,CS,3,3,42.8,90,16,17.8
Year_3,2019,Site_4,Orchard_Block_7,CS,4,4,61.8,90,11,12.2
Year_3,2019,Site_4,Orchard_Block_7,SWS,1,1,4.8,136,7,5.1
Year_3,2019,Site_4,Orchard_Block_7,SWS,2,2,23.8,132,60,45.5
Year_3,2019,Site_4,Orchard_Block_7,SWS,3,3,42.8,119,7,5.9
Year_3,2019,Site_4,Orchard_Block_7,SWS,4,4,61.8,139,17,12.2
Year_3,2019,Site_4,Orchard_Block_7,AMWS,1,1,4.8,136,35,25.7
Year_3,2019,Site_4,Orchard_Block_7,AMWS,2,2,23.8,94,19,20.2
Year_3,2019,Site_4,Orchard_Block_7,AMWS,3,3,42.8,91,24,26.4
Year_3,2019,Site_4,Orchard_Block_8,CS,1,1,4.8,69,10,14.5
Year_3,2019,Site_4,Orchard_Block_8,CS,2,2,23.8,31,11,35.5
Year_3,2019,Site_4,Orchard_Block_8,CS,3,3,42.8,66,7,10.6
Year_3,2019,Site_4,Orchard_Block_8,CS,4,4,61.8,102,15,14.7
Year_3,2019,Site_4,Orchard_Block_8,SWS,1,1,4.8,59,2,3.4
Year_3,2019,Site_4,Orchard_Block_8,SWS,2,2,23.8,51,8,15.7
Year_3,2019,Site_4,Orchard_Block_8,SWS,3,3,42.8,137,17,12.4
Year_3,2019,Site_4,Orchard_Block_8,SWS,4,4,61.8,93,19,20.4
Year_3,2019,Site_4,Orchard_Block_8,AMWS,1,1,4.8,118,22,18.6
Year_3,2019,Site_4,Orchard_Block_8,AMWS,2,2,23.8,67,11,16.4
Year_3,2019,Site_4,Orchard_Block_8,AMWS,3,3,42.8,28,1,3.6
Year_3,2019,Site_4,Orchard_Block_8,AMWS,4,4,61.8,53,2,3.8
Year_3,2019,Site_5,Orchard_Block_9,CS,1,1,4.8,36,4,11.1
Year_3,2019,Site_5,Orchard_Block_9,CS,2,2,23.8,30,2,6.7
Year_3,2019,Site_5,Orchard_Block_9,CS,3,3,42.8,83,8,9.6
Year_3,2019,Site_5,Orchard_Block_9,CS,4,4,61.8,63,3,4.8
Year_3,2019,Site_5,Orchard_Block_9,SWS,1,1,4.8,79,11,13.9
Year_3,2019,Site_5,Orchard_Block_9,SWS,2,2,23.8,96,7,7.3
Year_3,2019,Site_5,Orchard_Block_9,SWS,3,3,42.8,160,4,2.5
Year_3,2019,Site_5,Orchard_Block_9,SWS,4,4,61.8,76,7,9.2
Year_3,2019,Site_5,Orchard_Block_9,AMWS,1,1,4.8,62,6,9.7
Year_3,2019,Site_5,Orchard_Block_9,AMWS,2,2,23.8,113,4,3.5
Year_3,2019,Site_5,Orchard_Block_9,AMWS,3,3,42.8,26,1,3.8
Year_3,2019,Site_5,Orchard_Block_9,AMWS,4,4,61.8,29,6,20.7
Year_3,2019,Site_5,Orchard_Block_10,CS,1,1,4.8,71,26,36.6
Year_3,2019,Site_5,Orchard_Block_10,CS,2,2,23.8,52,9,17.3
Year_3,2019,Site_5,Orchard_Block_10,CS,3,3,42.8,180,20,11.1
Year_3,2019,Site_5,Orchard_Block_10,CS,4,4,61.8,40,12,30
Year_3,2019,Site_5,Orchard_Block_10,SWS,1,1,4.8,33,13,39.4
Year_3,2019,Site_5,Orchard_Block_10,SWS,2,2,23.8,128,22,17.2
Year_3,2019,Site_5,Orchard_Block_10,SWS,3,3,42.8,31,2,6.5
Year_3,2019,Site_5,Orchard_Block_10,AMWS,1,1,4.8,90,18,20
Year_3,2019,Site_5,Orchard_Block_10,AMWS,2,2,23.8,87,34,39.1
Year_3,2019,Site_5,Orchard_Block_10,AMWS,3,3,42.8,115,28,24.3
Year_3,2019,Site_5,Orchard_Block_10,AMWS,4,4,61.8,129,45,34.9
