Year,Fruit_Number,Fruit_ID,Site_Code,Orchard_Block,Alleyway_Treatment,Section ,Tree_code,Distance,Fresh_mass,Height,Width,Length,Firmness,Dry_Matter
Year_1,2,1024,Site_3,Orchard_Block_5,AMWS,1,2,14.3,13.93,30.1,30.2,25.6,53,1.91
Year_1,3,1025,Site_3,Orchard_Block_5,AMWS,1,2,14.3,14.95,31.5,31.9,27.3,47,2.47
Year_1,4,1026,Site_3,Orchard_Block_5,AMWS,1,2,14.3,14.08,30,30.1,25.6,42,2.1
Year_1,5,1027,Site_3,Orchard_Block_5,AMWS,1,2,14.3,13.5,29.9,30.3,26.7,64,1.79
Year_1,6,1028,Site_3,Orchard_Block_5,AMWS,1,2,14.3,13.64,30.4,30,26.8,59,1.84
Year_1,7,1029,Site_3,Orchard_Block_5,AMWS,1,2,14.3,11.99,28.7,29.6,25.3,61,1.45
Year_1,8,1030,Site_3,Orchard_Block_5,AMWS,1,2,14.3,12.36,28.4,30.5,25.5,75,1.93
Year_1,9,1031,Site_3,Orchard_Block_5,AMWS,1,2,14.3,14.25,30.6,31.8,26.8,73,2.23
Year_1,1,1032,Site_3,Orchard_Block_5,AMWS,2,3,23.8,14.32,31.9,30.7,27.5,74,2.24
Year_1,2,1033,Site_3,Orchard_Block_5,AMWS,2,3,23.8,15.26,32.4,31,27.1,72,2.27
Year_1,3,1034,Site_3,Orchard_Block_5,AMWS,2,3,23.8,15.02,31.8,31.3,27.9,60,2.26
Year_1,4,1035,Site_3,Orchard_Block_5,AMWS,2,3,23.8,13.88,30.2,30.2,26.6,61,1.88
Year_1,5,1036,Site_3,Orchard_Block_5,AMWS,2,3,23.8,17,33,32.3,28.8,78,2.27
Year_1,6,1037,Site_3,Orchard_Block_5,AMWS,2,3,23.8,14.74,33.1,31.9,27.4,66,2.05
Year_1,7,1038,Site_3,Orchard_Block_5,AMWS,2,3,23.8,12.1,30.9,29.8,25.6,68,1.47
Year_1,8,1039,Site_3,Orchard_Block_5,AMWS,2,3,23.8,16.73,32.5,32.9,28.4,60,2.6
Year_1,9,1040,Site_3,Orchard_Block_5,AMWS,2,3,23.8,16.05,32.1,32.4,28.8,75,2.53
Year_1,10,1041,Site_3,Orchard_Block_5,AMWS,2,3,23.8,12.33,30.7,28.3,26.4,76,1.51
Year_1,1,1043,Site_3,Orchard_Block_5,AMWS,2,4,33.3,9.78,28.3,27.5,23,59,1.32
Year_1,2,1044,Site_3,Orchard_Block_5,AMWS,2,4,33.3,7.97,26.7,26.2,22.7,56,0.9
Year_1,3,1045,Site_3,Orchard_Block_5,AMWS,2,4,33.3,9.57,27.3,27.5,23.3,48,1.3
Year_1,4,1046,Site_3,Orchard_Block_5,AMWS,2,4,33.3,7.03,24.3,24.8,22.6,54,0.77
Year_1,5,1047,Site_3,Orchard_Block_5,AMWS,2,4,33.3,11.34,27.1,29.2,25,82,1.69
Year_1,6,1048,Site_3,Orchard_Block_5,AMWS,2,4,33.3,10.2,26.3,27.5,24.9,82,1.49
Year_1,7,1049,Site_3,Orchard_Block_5,AMWS,2,4,33.3,9.28,26.8,26.4,24.8,59,1.21
Year_1,8,1050,Site_3,Orchard_Block_5,AMWS,2,4,33.3,8.78,25.8,26.7,22.5,62,1.15
Year_1,9,1051,Site_3,Orchard_Block_5,AMWS,2,4,33.3,10.09,27.8,27.1,24.3,52,1.49
Year_1,1,1055,Site_3,Orchard_Block_5,AMWS,3,5,42.8,9.11,27.5,27.1,23.1,55,1.5
Year_1,2,1056,Site_3,Orchard_Block_5,AMWS,3,5,42.8,13.73,29.7,31.9,26.3,47,1.53
Year_1,3,1057,Site_3,Orchard_Block_5,AMWS,3,5,42.8,11.44,28.2,28.7,25,47,1.47
Year_1,4,1058,Site_3,Orchard_Block_5,AMWS,3,5,42.8,13.31,29.2,30.6,26.4,50,1.49
Year_1,5,1059,Site_3,Orchard_Block_5,AMWS,3,5,42.8,10.68,28,27.5,24.8,54,1.82
Year_1,6,1060,Site_3,Orchard_Block_5,AMWS,3,5,42.8,10.76,27.6,28.4,24.8,61,2.09
Year_1,7,1061,Site_3,Orchard_Block_5,AMWS,3,5,42.8,13.83,30.3,31.5,26.9,56,1.79
Year_1,8,1062,Site_3,Orchard_Block_5,AMWS,3,5,42.8,13.7,29.4,31.8,26.7,60,1.32
Year_1,9,1063,Site_3,Orchard_Block_5,AMWS,3,5,42.8,10.13,27.5,26.7,24.4,61,1.96
Year_1,10,1064,Site_3,Orchard_Block_5,AMWS,3,5,42.8,11.07,28.9,28.2,25.6,53,1.51
Year_1,1,1065,Site_3,Orchard_Block_5,AMWS,3,6,52.3,14,30.1,30.1,26.9,58,2.34
Year_1,2,1066,Site_3,Orchard_Block_5,AMWS,3,6,52.3,13.58,29.2,30.4,26,50,1.79
Year_1,3,1067,Site_3,Orchard_Block_5,AMWS,3,6,52.3,13.26,30.6,30.6,26.8,67,2.24
Year_1,4,1068,Site_3,Orchard_Block_5,AMWS,3,6,52.3,16.4,32.1,32.6,27.4,79,1.77
Year_1,5,1069,Site_3,Orchard_Block_5,AMWS,3,6,52.3,16.73,31,33.7,28.5,73,1.86
Year_1,6,1070,Site_3,Orchard_Block_5,AMWS,3,6,52.3,13.7,30.4,31.2,26.2,68,2
Year_1,7,1071,Site_3,Orchard_Block_5,AMWS,3,6,52.3,13.74,30.2,30,26.7,67,1.6
Year_1,8,1072,Site_3,Orchard_Block_5,AMWS,3,6,52.3,12.56,30.6,29.7,26,71,2.24
Year_1,9,1073,Site_3,Orchard_Block_5,AMWS,3,6,52.3,13.39,31.7,30.2,26.2,48,1.86
Year_1,10,1074,Site_3,Orchard_Block_5,AMWS,3,6,52.3,12.67,30.2,29.8,25.8,62,2.07
Year_1,1,1075,Site_3,Orchard_Block_5,AMWS,4,7,61.8,15.17,32.3,31.5,27.7,53,1.71
Year_1,2,1076,Site_3,Orchard_Block_5,AMWS,4,7,61.8,14.15,31.2,31.5,26.9,55,2.41
Year_1,3,1077,Site_3,Orchard_Block_5,AMWS,4,7,61.8,12.71,30.3,30,25.8,64,2.33
Year_1,4,1078,Site_3,Orchard_Block_5,AMWS,4,7,61.8,12.15,29.5,30,25.7,52,2.16
Year_1,5,1079,Site_3,Orchard_Block_5,AMWS,4,7,61.8,14.19,32.7,31.4,26.1,54,2.64
Year_1,6,1080,Site_3,Orchard_Block_5,AMWS,4,7,61.8,14.26,32,30.1,26.4,57,2.78
Year_1,7,1081,Site_3,Orchard_Block_5,AMWS,4,7,61.8,11.49,30.7,28.9,25.1,58,2.29
Year_1,8,1082,Site_3,Orchard_Block_5,AMWS,4,7,61.8,13.34,32.8,31.5,25.4,59,2.51
Year_1,9,1083,Site_3,Orchard_Block_5,AMWS,4,7,61.8,14.09,31.6,31.5,27.3,56,2.68
Year_1,10,1084,Site_3,Orchard_Block_5,AMWS,4,7,61.8,12.86,32.1,29.8,26.2,61,2.41
Year_1,1,1085,Site_3,Orchard_Block_5,AMWS,4,8,71.3,11.49,28.9,28.4,25,66,1.66
Year_1,2,1086,Site_3,Orchard_Block_5,AMWS,4,8,71.3,11.89,30.9,28.9,25.5,63,1.5
Year_1,3,1087,Site_3,Orchard_Block_5,AMWS,4,8,71.3,13.4,30,30,26.4,79,2.01
Year_1,4,1088,Site_3,Orchard_Block_5,AMWS,4,8,71.3,13.2,30.6,30.7,26.4,67,1.81
Year_1,5,1089,Site_3,Orchard_Block_5,AMWS,4,8,71.3,13.66,30.9,30.4,26.8,74,1.9
Year_1,6,1090,Site_3,Orchard_Block_5,AMWS,4,8,71.3,16.77,32.7,33.7,27,67,2.6
Year_1,7,1091,Site_3,Orchard_Block_5,AMWS,4,8,71.3,13.33,31.7,30.2,26.5,71,1.66
Year_1,8,1092,Site_3,Orchard_Block_5,AMWS,4,8,71.3,11.47,28.5,28.9,25.6,58,1.53
Year_1,1,1093,Site_3,Orchard_Block_5,SWS,1,1,4.8,15.58,31.4,31.2,28.8,61,1.98
Year_1,2,1094,Site_3,Orchard_Block_5,SWS,1,1,4.8,12.87,29.4,30.3,25.6,49,1.7
Year_1,3,1095,Site_3,Orchard_Block_5,SWS,1,1,4.8,11.23,28.5,28.3,25.6,52,1.33
Year_1,4,1096,Site_3,Orchard_Block_5,SWS,1,1,4.8,12.13,29.9,29.7,24.3,51,1.53
Year_1,5,1097,Site_3,Orchard_Block_5,SWS,1,1,4.8,12.36,28.5,29.8,26.3,52,1.39
Year_1,6,1098,Site_3,Orchard_Block_5,SWS,1,1,4.8,10.5,28,27.7,23.8,53,1.28
Year_1,7,1099,Site_3,Orchard_Block_5,SWS,1,1,4.8,12.32,28.1,30.9,26,68,1.74
Year_1,8,1100,Site_3,Orchard_Block_5,SWS,1,1,4.8,10.44,29.4,27,24,42,1.16
Year_1,9,1101,Site_3,Orchard_Block_5,SWS,1,1,4.8,10.92,28.7,29.6,24.9,41,1.26
Year_1,10,1102,Site_3,Orchard_Block_5,SWS,1,1,4.8,13.25,29.2,30.4,26.6,48,1.63
Year_1,1,1103,Site_3,Orchard_Block_5,SWS,1,2,14.3,12.92,30.8,30.6,25.5,57,1.99
Year_1,2,1104,Site_3,Orchard_Block_5,SWS,1,2,14.3,14.87,32.1,31.5,27.6,61,1.89
Year_1,3,1105,Site_3,Orchard_Block_5,SWS,1,2,14.3,14.89,31,31.8,27.6,50,2
Year_1,4,1106,Site_3,Orchard_Block_5,SWS,1,2,14.3,10.63,29.6,29.2,23.3,60,1.24
Year_1,5,1107,Site_3,Orchard_Block_5,SWS,1,2,14.3,14.09,31.5,30.2,26.9,54,1.8
Year_1,6,1108,Site_3,Orchard_Block_5,SWS,1,2,14.3,11.35,28.8,29.5,24,66,1.44
Year_1,7,1109,Site_3,Orchard_Block_5,SWS,1,2,14.3,10.95,28.2,29.3,23.6,55,1.33
Year_1,8,1110,Site_3,Orchard_Block_5,SWS,1,2,14.3,12.05,29.6,28.5,25.5,57,1.72
Year_1,9,1111,Site_3,Orchard_Block_5,SWS,1,2,14.3,14.85,31.5,31.1,27.7,51,1.88
Year_1,10,1112,Site_3,Orchard_Block_5,SWS,1,2,14.3,14.57,31.6,31.4,26.9,48,1.99
Year_1,1,1113,Site_3,Orchard_Block_5,SWS,2,3,23.8,12.29,29.3,29.3,24,60,1.34
Year_1,2,1114,Site_3,Orchard_Block_5,SWS,2,3,23.8,14.71,30.3,31.5,27.5,59,1.89
Year_1,3,1115,Site_3,Orchard_Block_5,SWS,2,3,23.8,13.14,29.1,29.7,26,57,1.74
Year_1,4,1116,Site_3,Orchard_Block_5,SWS,2,3,23.8,11.47,28.9,29.4,25.4,58,1.46
Year_1,5,1117,Site_3,Orchard_Block_5,SWS,2,3,23.8,10.24,28.1,27.8,23.4,55,1.09
Year_1,6,1118,Site_3,Orchard_Block_5,SWS,2,3,23.8,12.07,28.9,29.8,25.9,57,1.44
Year_1,7,1119,Site_3,Orchard_Block_5,SWS,2,3,23.8,12.28,29.9,29.3,25.6,61,1.71
Year_1,8,1120,Site_3,Orchard_Block_5,SWS,2,3,23.8,12.84,30.9,29.3,25,58,1.62
Year_1,1,1121,Site_3,Orchard_Block_5,SWS,2,4,33.3,12.02,28.6,30.3,24.4,58,1.57
Year_1,2,1122,Site_3,Orchard_Block_5,SWS,2,4,33.3,10.77,28.2,28.1,25.8,62,2.22
Year_1,3,1123,Site_3,Orchard_Block_5,SWS,2,4,33.3,12.98,29.2,29.7,25.1,71,2.76
Year_1,4,1124,Site_3,Orchard_Block_5,SWS,2,4,33.3,12.83,29.9,30,26.5,75,2.4
Year_1,5,1125,Site_3,Orchard_Block_5,SWS,2,4,33.3,12.82,29.3,30.7,25.9,76,1.92
Year_1,6,1126,Site_3,Orchard_Block_5,SWS,2,4,33.3,13.35,29.9,31,26.4,74,1.57
Year_1,7,1127,Site_3,Orchard_Block_5,SWS,2,4,33.3,11.15,28.1,29.4,24.1,76,1.63
Year_1,8,1128,Site_3,Orchard_Block_5,SWS,2,4,33.3,12.24,29,29.5,25.4,81,2.17
Year_1,1,1129,Site_3,Orchard_Block_5,SWS,3,5,42.8,13.15,30,29.8,26.8,52,1.72
Year_1,2,1130,Site_3,Orchard_Block_5,SWS,3,5,42.8,8.82,27.5,26,23.3,50,0.89
Year_1,3,1131,Site_3,Orchard_Block_5,SWS,3,5,42.8,11.71,29.1,29.9,25.7,66,1.43
Year_1,4,1132,Site_3,Orchard_Block_5,SWS,3,5,42.8,13.18,29.7,30.3,26.1,57,1.73
Year_1,5,1133,Site_3,Orchard_Block_5,SWS,3,5,42.8,9.33,26,26,24.3,55,1.14
Year_1,6,1134,Site_3,Orchard_Block_5,SWS,3,5,42.8,12.2,28,28.3,25.1,57,1.51
Year_1,7,1135,Site_3,Orchard_Block_5,SWS,3,5,42.8,14.27,30.1,30.1,27.1,54,2.15
Year_1,8,1136,Site_3,Orchard_Block_5,SWS,3,5,42.8,12.64,29.7,29.1,26.4,53,1.47
Year_1,9,1137,Site_3,Orchard_Block_5,SWS,3,5,42.8,10.37,28.7,27.5,24.7,56,1.16
Year_1,10,1138,Site_3,Orchard_Block_5,SWS,3,5,42.8,13.12,29.3,29.4,26.1,81,1.53
Year_1,1,1139,Site_3,Orchard_Block_5,SWS,3,6,52.3,14.37,30.8,30.3,26.5,45,2.49
Year_1,2,1140,Site_3,Orchard_Block_5,SWS,3,6,52.3,14.84,31.3,31.8,26.7,60,2.18
Year_1,3,1141,Site_3,Orchard_Block_5,SWS,3,6,52.3,15.47,31,32.3,26.8,61,2.48
Year_1,4,1142,Site_3,Orchard_Block_5,SWS,3,6,52.3,15.62,27.1,27.2,26.3,66,2.67
Year_1,5,1143,Site_3,Orchard_Block_5,SWS,3,6,52.3,13.61,30.8,30,26.6,84,2.06
Year_1,6,1144,Site_3,Orchard_Block_5,SWS,3,6,52.3,15,31,30.8,26.8,78,2.54
Year_1,7,1145,Site_3,Orchard_Block_5,SWS,3,6,52.3,10.08,28.4,27.5,24.7,65,2.05
Year_1,8,1146,Site_3,Orchard_Block_5,SWS,3,6,52.3,10.93,30.4,27.1,25,59,2.51
Year_1,9,1147,Site_3,Orchard_Block_5,SWS,3,6,52.3,13.59,29.3,30.2,26.2,58,2.24
Year_1,10,1148,Site_3,Orchard_Block_5,SWS,3,6,52.3,17.36,33.1,33.8,27.9,58,2.48
Year_1,1,1149,Site_3,Orchard_Block_5,SWS,4,7,61.8,8.63,26.4,26.6,22.9,49,1.04
Year_1,2,1150,Site_3,Orchard_Block_5,SWS,4,7,61.8,12.4,28.5,29.1,25.5,53,2.08
Year_1,3,1151,Site_3,Orchard_Block_5,SWS,4,7,61.8,12.07,29.3,29.6,26.9,64,1.62
Year_1,4,1152,Site_3,Orchard_Block_5,SWS,4,7,61.8,13.05,28.4,30.1,26.6,60,2.06
Year_1,5,1153,Site_3,Orchard_Block_5,SWS,4,7,61.8,9.93,27.2,27.6,24.8,54,1.27
Year_1,6,1154,Site_3,Orchard_Block_5,SWS,4,7,61.8,8.73,26.4,25.8,24.7,54,0.96
Year_1,7,1155,Site_3,Orchard_Block_5,SWS,4,7,61.8,12.35,29.1,29.5,26.4,57,1.92
Year_1,8,1156,Site_3,Orchard_Block_5,SWS,4,7,61.8,9.86,28.8,27.4,23.9,58,1.26
Year_1,9,1157,Site_3,Orchard_Block_5,SWS,4,7,61.8,11.81,28.3,29.3,26.4,56,1.6
Year_1,10,1158,Site_3,Orchard_Block_5,SWS,4,7,61.8,11.84,29.2,29.9,26.9,61,1.65
Year_1,1,1159,Site_3,Orchard_Block_5,SWS,4,8,71.3,14.39,31.5,31,27.7,57,2.2
Year_1,2,1160,Site_3,Orchard_Block_5,SWS,4,8,71.3,13.6,30.9,30.4,26.2,48,2.05
Year_1,3,1161,Site_3,Orchard_Block_5,SWS,4,8,71.3,15.27,31.3,32.1,27.7,52,2.53
Year_1,4,1162,Site_3,Orchard_Block_5,SWS,4,8,71.3,13.72,29.6,30.5,26.5,49,2.22
Year_1,5,1163,Site_3,Orchard_Block_5,SWS,4,8,71.3,13.52,30.7,30.4,26.7,59,1.87
Year_1,6,1164,Site_3,Orchard_Block_5,SWS,4,8,71.3,14.02,31.5,30.6,26.1,48,1.94
Year_1,7,1165,Site_3,Orchard_Block_5,SWS,4,8,71.3,13.28,30.1,30,26.9,59,1.87
Year_1,8,1166,Site_3,Orchard_Block_5,SWS,4,8,71.3,13.81,30.8,30.1,26.1,61,2
Year_1,9,1167,Site_3,Orchard_Block_5,SWS,4,8,71.3,14.82,31.2,30.9,27.8,57,2.46
Year_1,1,1168,Site_3,Orchard_Block_6,CS,1,1,4.8,10.18,26.7,27,23.8,71,1.44
Year_1,2,1169,Site_3,Orchard_Block_6,CS,1,1,4.8,11.57,28.9,29,25.2,63,1.59
Year_1,3,1170,Site_3,Orchard_Block_6,CS,1,1,4.8,10.69,27.3,27,24.8,65,1.48
Year_1,4,1171,Site_3,Orchard_Block_6,CS,1,1,4.8,11.96,29.6,29.5,24.2,50,1.65
Year_1,5,1172,Site_3,Orchard_Block_6,CS,1,1,4.8,12.28,29.1,29.7,25.1,69,1.76
Year_1,6,1173,Site_3,Orchard_Block_6,CS,1,1,4.8,11.33,29.5,28.2,25.8,64,1.53
Year_1,7,1174,Site_3,Orchard_Block_6,CS,1,1,4.8,10.92,28.6,28.8,24.8,61,1.59
Year_1,8,1175,Site_3,Orchard_Block_6,CS,1,1,4.8,10.84,28.6,29.2,24.3,84,2.17
Year_1,9,1176,Site_3,Orchard_Block_6,CS,1,1,4.8,12.1,31.5,29.6,25.3,70,1.68
Year_1,10,1177,Site_3,Orchard_Block_6,CS,1,1,4.8,11.19,27.7,28.1,25.6,65,1.55
Year_1,1,1178,Site_3,Orchard_Block_6,CS,1,2,14.3,9.12,27.1,26.6,23.8,85,1.32
Year_1,2,1179,Site_3,Orchard_Block_6,CS,1,2,14.3,9.68,27.6,26.7,23.8,81,1.37
Year_1,3,1180,Site_3,Orchard_Block_6,CS,1,2,14.3,9.65,27.1,27.7,24.4,67,1.24
Year_1,4,1181,Site_3,Orchard_Block_6,CS,1,2,14.3,11.09,28.5,28.1,24.3,57,1.68
Year_1,5,1182,Site_3,Orchard_Block_6,CS,1,2,14.3,9.12,26.5,26.2,24.7,77,1.26
Year_1,6,1183,Site_3,Orchard_Block_6,CS,1,2,14.3,11.1,28.4,29.4,25.4,66,1.61
Year_1,7,1184,Site_3,Orchard_Block_6,CS,1,2,14.3,11.51,28.1,29.2,25.7,63,1.78
Year_1,8,1185,Site_3,Orchard_Block_6,CS,1,2,14.3,11.21,28.9,27.9,25.7,76,1.65
Year_1,9,1186,Site_3,Orchard_Block_6,CS,1,2,14.3,10.59,27.6,28.2,24.9,79,1.52
Year_1,10,1187,Site_3,Orchard_Block_6,CS,1,2,14.3,9.94,29,27.5,23.6,78,1.42
Year_1,1,1188,Site_3,Orchard_Block_6,CS,2,3,23.8,10.73,28.8,29.1,24.6,53,1.29
Year_1,2,1189,Site_3,Orchard_Block_6,CS,2,3,23.8,10.62,29.3,28.2,24.3,73,1.34
Year_1,3,1190,Site_3,Orchard_Block_6,CS,2,3,23.8,10.45,28.9,28.7,24.8,65,1.15
Year_1,4,1191,Site_3,Orchard_Block_6,CS,2,3,23.8,11.28,29.7,29,25.4,56,1.22
Year_1,5,1192,Site_3,Orchard_Block_6,CS,2,3,23.8,12.22,29.9,29.4,26.7,53,1.47
Year_1,6,1193,Site_3,Orchard_Block_6,CS,2,3,23.8,11.08,29.7,28.8,24.4,71,1.29
Year_1,7,1194,Site_3,Orchard_Block_6,CS,2,3,23.8,9.69,29,27.1,23.3,61,1.05
Year_1,8,1195,Site_3,Orchard_Block_6,CS,2,3,23.8,11.17,30.4,28.6,25.3,50,1.2
Year_1,9,1196,Site_3,Orchard_Block_6,CS,2,3,23.8,10.49,29.9,27.4,25.4,54,1.16
Year_1,10,1197,Site_3,Orchard_Block_6,CS,2,3,23.8,11.64,30.7,29.1,25.3,52,1.35
Year_1,1,1198,Site_3,Orchard_Block_6,CS,2,4,33.3,10.76,31.2,28.3,25.3,61,1.19
Year_1,2,1199,Site_3,Orchard_Block_6,CS,2,4,33.3,13.91,30.2,30.3,27.5,69,1.87
Year_1,3,1200,Site_3,Orchard_Block_6,CS,2,4,33.3,12.97,30.2,29.1,26.8,64,1.49
Year_1,4,1201,Site_3,Orchard_Block_6,CS,2,4,33.3,11.04,27.1,29.2,25.7,79,1.33
Year_1,5,1202,Site_3,Orchard_Block_6,CS,2,4,33.3,11.36,29.6,29.5,25.3,77,1.32
Year_1,6,1203,Site_3,Orchard_Block_6,CS,2,4,33.3,12.95,30.6,30.3,26.5,74,1.48
Year_1,7,1204,Site_3,Orchard_Block_6,CS,2,4,33.3,13.08,29.6,30.9,26.9,72,1.69
Year_1,8,1205,Site_3,Orchard_Block_6,CS,2,4,33.3,13.85,30.7,31.3,27.5,80,1.81
Year_1,1,1206,Site_3,Orchard_Block_6,CS,3,5,42.8,10.36,26.8,27.2,25.1,84,1.97
Year_1,2,1207,Site_3,Orchard_Block_6,CS,3,5,42.8,10.52,27.1,28.1,25.1,62,1.39
Year_1,3,1208,Site_3,Orchard_Block_6,CS,3,5,42.8,13,28.2,30.4,26.8,55,2.26
Year_1,4,1209,Site_3,Orchard_Block_6,CS,3,5,42.8,11.88,27.1,28.2,25.5,57,2.13
Year_1,5,1210,Site_3,Orchard_Block_6,CS,3,5,42.8,11.41,27.4,28.6,25.5,78,2.15
Year_1,6,1211,Site_3,Orchard_Block_6,CS,3,5,42.8,10.8,29.1,27.4,24.1,80,1.77
Year_1,7,1212,Site_3,Orchard_Block_6,CS,3,5,42.8,10.95,29,29.7,24.8,70,1.35
Year_1,8,1213,Site_3,Orchard_Block_6,CS,3,5,42.8,10.84,27.8,28.3,25.9,68,1.42
Year_1,9,1214,Site_3,Orchard_Block_6,CS,3,5,42.8,8.9,27.6,26.7,24.8,73,1.16
Year_1,1,1215,Site_3,Orchard_Block_6,AMWS,1,1,4.8,12.67,29.8,30.3,26.5,59,1.83
Year_1,2,1216,Site_3,Orchard_Block_6,AMWS,1,1,4.8,8.9,26.4,26.2,22.7,63,1.15
Year_1,3,1217,Site_3,Orchard_Block_6,AMWS,1,1,4.8,14.41,30.9,31.6,27.4,75,2.18
Year_1,4,1218,Site_3,Orchard_Block_6,AMWS,1,1,4.8,13.34,28.6,31.6,26.2,52,1.87
Year_1,5,1219,Site_3,Orchard_Block_6,AMWS,1,1,4.8,13.26,29.6,30,27.7,67,2.04
Year_1,6,1220,Site_3,Orchard_Block_6,AMWS,1,1,4.8,12.04,28.7,30,25.3,64,1.77
Year_1,7,1221,Site_3,Orchard_Block_6,AMWS,1,1,4.8,13.37,29.7,30.7,26.6,79,2.45
Year_1,8,1222,Site_3,Orchard_Block_6,AMWS,1,1,4.8,11.32,27.7,28.9,25.6,70,1.78
Year_1,9,1223,Site_3,Orchard_Block_6,AMWS,1,1,4.8,10.64,28,27.8,25,67,1.48
Year_1,10,1224,Site_3,Orchard_Block_6,AMWS,1,1,4.8,8.15,25.5,26.1,22.8,72,1.12
Year_1,1,1225,Site_3,Orchard_Block_6,AMWS,1,2,14.3,13.89,29.3,31.5,27,50,1.72
Year_1,2,1226,Site_3,Orchard_Block_6,AMWS,1,2,14.3,8.22,26.5,26.6,21.6,72,1.3
Year_1,3,1227,Site_3,Orchard_Block_6,AMWS,1,2,14.3,11.96,27.9,29.9,26.2,57,2.07
Year_1,4,1228,Site_3,Orchard_Block_6,AMWS,1,2,14.3,8.68,24.9,25.9,23.9,72,1.18
Year_1,5,1229,Site_3,Orchard_Block_6,AMWS,1,2,14.3,9.34,26.3,26.7,24.1,66,1.38
Year_1,6,1230,Site_3,Orchard_Block_6,AMWS,1,2,14.3,9.5,26.9,27.5,24.5,56,1.26
Year_1,7,1231,Site_3,Orchard_Block_6,AMWS,1,2,14.3,9.95,26.6,27.3,24.6,61,1.41
Year_1,8,1232,Site_3,Orchard_Block_6,AMWS,1,2,14.3,13.11,28.9,30.1,26.1,59,2.25
Year_1,9,1233,Site_3,Orchard_Block_6,AMWS,1,2,14.3,10.73,27.6,28.9,24.4,57,1.72
Year_1,1,1235,Site_3,Orchard_Block_6,AMWS,2,3,23.8,10.07,26.6,27.7,24.3,61,1.34
Year_1,2,1236,Site_3,Orchard_Block_6,AMWS,2,3,23.8,12.75,28.8,30.7,26.5,65,1.91
Year_1,3,1237,Site_3,Orchard_Block_6,AMWS,2,3,23.8,12.46,28,29.1,26.8,55,1.57
Year_1,4,1238,Site_3,Orchard_Block_6,AMWS,2,3,23.8,11.37,27.8,29.2,25.3,63,1.73
Year_1,5,1239,Site_3,Orchard_Block_6,AMWS,2,3,23.8,12.56,29.8,30.4,25.4,68,2.04
Year_1,6,1240,Site_3,Orchard_Block_6,AMWS,2,3,23.8,9.8,26.7,27.7,24.7,58,1.26
Year_1,7,1241,Site_3,Orchard_Block_6,AMWS,2,3,23.8,10.41,27,28.7,24.3,60,1.29
Year_1,8,1242,Site_3,Orchard_Block_6,AMWS,2,3,23.8,10.71,28.7,28.1,25.2,66,1.48
Year_1,9,1243,Site_3,Orchard_Block_6,AMWS,2,3,23.8,12.63,28.6,29.8,26.3,72,1.71
Year_1,10,1244,Site_3,Orchard_Block_6,AMWS,2,3,23.8,10.24,27.1,27.1,24.6,54,1.33
Year_1,1,1245,Site_3,Orchard_Block_6,AMWS,2,4,33.3,11.44,28.3,29.5,25.8,55,1.69
Year_1,2,1246,Site_3,Orchard_Block_6,AMWS,2,4,33.3,11.99,29.7,29.9,25.3,45,1.53
Year_1,3,1247,Site_3,Orchard_Block_6,AMWS,2,4,33.3,13.5,29.6,31.8,26.6,53,2.13
Year_1,4,1248,Site_3,Orchard_Block_6,AMWS,2,4,33.3,10.79,27.3,28.5,24.3,55,1.21
Year_1,5,1249,Site_3,Orchard_Block_6,AMWS,2,4,33.3,12.74,28.8,30,26.5,55,1.41
Year_1,6,1250,Site_3,Orchard_Block_6,AMWS,2,4,33.3,12.69,28.7,30.7,26.6,50,1.74
Year_1,7,1251,Site_3,Orchard_Block_6,AMWS,2,4,33.3,10.92,28.2,28.5,24.3,58,1.42
Year_1,8,1252,Site_3,Orchard_Block_6,AMWS,2,4,33.3,13.09,29.6,30.7,26.8,63,1.7
Year_1,9,1253,Site_3,Orchard_Block_6,AMWS,2,4,33.3,11.67,28.2,29.7,25.8,61,1.38
Year_1,10,1254,Site_3,Orchard_Block_6,AMWS,2,4,33.3,8.6,25.6,26.3,22.7,79,1.08
Year_1,1,1256,Site_3,Orchard_Block_6,AMWS,3,5,42.8,10.84,28.7,28,24.9,75,1.43
Year_1,2,1257,Site_3,Orchard_Block_6,AMWS,3,5,42.8,14.85,30.2,32.4,27.1,49,2.03
Year_1,3,1258,Site_3,Orchard_Block_6,AMWS,3,5,42.8,11.77,28.4,29.8,25.7,77,1.42
Year_1,4,1259,Site_3,Orchard_Block_6,AMWS,3,5,42.8,12.81,29.4,30.4,26.2,67,1.77
Year_1,5,1260,Site_3,Orchard_Block_6,AMWS,3,5,42.8,10.85,27.3,28,25.7,79,1.37
Year_1,6,1261,Site_3,Orchard_Block_6,AMWS,3,5,42.8,12.86,29,30.8,26.7,67,1.64
Year_1,7,1262,Site_3,Orchard_Block_6,AMWS,3,5,42.8,10.86,27.3,28.4,25.6,80,1.03
Year_1,8,1263,Site_3,Orchard_Block_6,AMWS,3,5,42.8,13.4,30.8,30.1,26,58,1.82
Year_1,9,1264,Site_3,Orchard_Block_6,AMWS,3,5,42.8,11.71,28.4,29.2,25.2,70,1.58
Year_1,10,1265,Site_3,Orchard_Block_6,AMWS,3,5,42.8,11.24,28.2,29.9,25.2,71,1.46
