Year,Year_num,Site_Code,Orchard_Block,Alleyway_treatment,Distance,Section,Total,Richness,Shannon,Honeybee,Buff_tailed_bumblebee,Bumblebee,Solitary_bee,Hoverfly,Blossoms,Fruit_set,Percentage_Fruit_set,Fresh_mass,Height,Width,Length,Firmness,Dry_Matter
Year_1,2017,Site_5,Orchard_Block_9,SWS,47.5,Section 38-57,0.305555556,0.222222222,0.009627044,0.180555556,0.097222222,0.027777778,0,0,,9,,13.57833333,29.88333333,30.4,26.91111111,72.77777778,2.625
Year_1,2017,Site_5,Orchard_Block_9,SWS,66.5,Section 57-76,0.333333333,0.222222222,0.009627044,0.111111111,0.208333333,0.013888889,0,0,,10,,13.0395,29.895,30.085,26.315,71.25,2.5155
Year_2,2018,Site_1,Orchard_Block_1,AMWS,9.5,Section 0-19,1.428571429,1,0.194506298,0.476190476,0.619047619,0.142857143,0.095238095,0.095238095,59.5,9.5,18.2,10.71833333,26.68333333,27.98333333,,59.58333333,1.563333333
Year_2,2018,Site_1,Orchard_Block_1,AMWS,28.5,Section 19-38,0.571428571,0.476190476,0.063317207,0.142857143,0.285714286,0.142857143,0,0,86.5,18,20.65,9.968333333,24.8,27.51666667,,50.58333333,1.715
Year_2,2018,Site_1,Orchard_Block_1,AMWS,47.5,Section 38-57,0.666666667,0.476190476,0.049510513,0,0.285714286,0.333333333,0,0.047619048,77.5,22,28.55,11.81,26.88333333,27.96666667,,55.25,1.888333333
Year_2,2018,Site_1,Orchard_Block_1,AMWS,66.5,Section 57-76,1.142857143,0.904761905,0.140441108,0.238095238,0.571428571,0.333333333,0,0,57.5,20.5,32.6,9.416666667,25.85,26.21666667,,57.33333333,1.386666667
Year_2,2018,Site_1,Orchard_Block_1,CS,9.5,Section 0-19,1.380952381,1.047619048,0.259904082,0.380952381,0.476190476,0.333333333,0.095238095,0.095238095,59.5,8,13.4,7.993333333,24.28333333,24.66666667,,62.5,1.128333333
Year_2,2018,Site_1,Orchard_Block_1,CS,28.5,Section 19-38,1.238095238,0.904761905,0.181025667,0.285714286,0.619047619,0.285714286,0,0.047619048,61,21.5,36.65,10.185,24.41666667,27.65,,56.83333333,1.633333333
Year_2,2018,Site_1,Orchard_Block_1,CS,47.5,Section 38-57,0.761904762,0.619047619,0.033007009,0.333333333,0.333333333,0.095238095,0,0,73,6,8.9,9.561666667,23.8,27.28333333,,63.75,1.785
Year_2,2018,Site_1,Orchard_Block_1,CS,66.5,Section 57-76,0.952380952,0.666666667,0.060620397,0.333333333,0.380952381,0.19047619,0,0.047619048,88.5,19,20.35,10.47333333,26.08333333,27.43333333,,61.16666667,1.425
Year_2,2018,Site_1,Orchard_Block_1,SWS,9.5,Section 0-19,1.428571429,0.952380952,0.272748534,0.571428571,0.428571429,0.285714286,0.047619048,0.095238095,90,13.5,15.45,10.44333333,26.51666667,27.56666667,,60.58333333,1.621666667
Year_2,2018,Site_1,Orchard_Block_1,SWS,28.5,Section 19-38,1.333333333,0.952380952,0.175416951,0.333333333,0.666666667,0.238095238,0.047619048,0.047619048,73.5,8,10.3,10.842,27.06,27.86,,63.2,1.582
Year_2,2018,Site_1,Orchard_Block_1,SWS,47.5,Section 38-57,0.476190476,0.428571429,0,0.047619048,0.380952381,0.047619048,0,0,76.5,15,19.6,11.27166667,26.96666667,28.15,,57.91666667,1.548333333
Year_2,2018,Site_1,Orchard_Block_1,SWS,66.5,Section 57-76,0.857142857,0.666666667,0.033007009,0.095238095,0.571428571,0.19047619,0,0,58,7,11.8,8.778333333,25.13333333,25.78333333,,56.41666667,1.14
Year_2,2018,Site_1,Orchard_Block_2,AMWS,9.5,Section 0-19,0.714285714,0.571428571,0.099021026,0.142857143,0.476190476,0.095238095,0,0,84,12,15.5,10.14,25.35,27.78333333,,61.16666667,1.401666667
Year_2,2018,Site_1,Orchard_Block_2,AMWS,28.5,Section 19-38,0.714285714,0.571428571,0.066014017,0.142857143,0.380952381,0.095238095,0.047619048,0.047619048,91.5,12,13.05,11.01333333,26.61666667,28.36666667,,55.16666667,1.668333333
Year_2,2018,Site_1,Orchard_Block_2,AMWS,47.5,Section 38-57,0.571428571,0.476190476,0.033007009,0.095238095,0.380952381,0.095238095,0,0,73.5,2.5,3.1,9.345,25.7,26.475,,60.125,1.2375
Year_2,2018,Site_1,Orchard_Block_2,AMWS,66.5,Section 57-76,0.476190476,0.333333333,0.059784873,0.047619048,0.333333333,0.047619048,0,0.047619048,61,10,16.2,11.07833333,26.75,28.28333333,,59.66666667,1.601666667
Year_2,2018,Site_1,Orchard_Block_2,CS,9.5,Section 0-19,0.80952381,0.476190476,0.066014017,0.285714286,0.428571429,0.047619048,0,0.047619048,68.5,12.5,15.55,9.781666667,25.15,27.53333333,,59.08333333,1.701666667
Year_2,2018,Site_1,Orchard_Block_2,CS,28.5,Section 19-38,0.476190476,0.380952381,0.033007009,0.095238095,0.333333333,0,0,0.047619048,59.5,11.5,18.25,11.615,27.36666667,28.41666667,,61.91666667,1.8
Year_2,2018,Site_1,Orchard_Block_2,CS,47.5,Section 38-57,0.380952381,0.333333333,0.033007009,0.047619048,0.19047619,0.047619048,0.095238095,0,85,19.5,22.3,11.51333333,26.93333333,28.86666667,,62.33333333,1.895
Year_2,2018,Site_1,Orchard_Block_2,CS,66.5,Section 57-76,0.285714286,0.238095238,0,0,0.19047619,0.095238095,0,0,50.5,3,5.15,10.35666667,26.13333333,27.6,,60.33333333,1.53
Year_2,2018,Site_1,Orchard_Block_2,SWS,9.5,Section 0-19,1,0.619047619,0.119446436,0.333333333,0.428571429,0.238095238,0,0,76,8.5,13.65,11.25833333,25.76666667,28.8,,58.16666667,1.691666667
Year_2,2018,Site_1,Orchard_Block_2,SWS,28.5,Section 19-38,0.619047619,0.285714286,0,0.142857143,0.428571429,0,0.047619048,0,75,8,10.75,10.065,24.23333333,27.66666667,,55.58333333,1.751666667
Year_2,2018,Site_1,Orchard_Block_2,SWS,47.5,Section 38-57,0.476190476,0.285714286,0,0.095238095,0.238095238,0.142857143,0,0,61.5,9,14.6,9.621666667,25.16666667,27,,59,1.446666667
Year_2,2018,Site_1,Orchard_Block_2,SWS,66.5,Section 57-76,0.428571429,0.428571429,0.033007009,0.095238095,0.285714286,0.047619048,0,0,88.5,5,5.2,9.798,25.06,27.3,,56.6,1.542
Year_2,2018,Site_2,Orchard_Block_3,AMWS,9.5,Section 0-19,1.631578947,0.631578947,0.0580665,1.157894737,0.263157895,0.052631579,0.157894737,0,73,6,8.05,10.18,25.51666667,27.58333333,,75.66666667,1.958333333
Year_2,2018,Site_2,Orchard_Block_3,AMWS,28.5,Section 19-38,1.055555556,0.444444444,0.055600269,0.888888889,0.111111111,0,0.055555556,0,74.5,0,0,10.06,25.8,27.2,,73.7,1.82
Year_2,2018,Site_2,Orchard_Block_3,AMWS,47.5,Section 38-57,0.277777778,0.277777778,0,0.111111111,0.166666667,0,0,0,48.5,12,26.05,9.986666667,25.6,27.56666667,,72.75,1.401666667
Year_2,2018,Site_2,Orchard_Block_3,AMWS,66.5,Section 57-76,0.5,0.388888889,0.112378252,0.222222222,0.222222222,0,0,0.055555556,57.5,3,6.7,12.772,27.24,29.7,,65.6,2.234
Year_2,2018,Site_2,Orchard_Block_3,CS,9.5,Section 0-19,0.555555556,0.388888889,0.069749018,0.333333333,0.111111111,0,0.055555556,0.055555556,49.5,6.5,13.25,8.838333333,25.25,25.83333333,,69.75,1.44
Year_2,2018,Site_2,Orchard_Block_3,CS,28.5,Section 19-38,0.777777778,0.444444444,0.073870075,0.222222222,0.166666667,0.055555556,0.277777778,0.055555556,41.5,3.5,8.15,9.35,26.06,26.08,,70.7,1.698
Year_2,2018,Site_2,Orchard_Block_3,CS,47.5,Section 38-57,0.444444444,0.333333333,0.031240841,0.388888889,0,0,0,0.055555556,60.5,9,15,10.09333333,25.88333333,27.21666667,,66.41666667,1.698333333
Year_2,2018,Site_2,Orchard_Block_3,CS,66.5,Section 57-76,0.444444444,0.333333333,0.073870075,0.277777778,0.055555556,0,0.111111111,0,61,3,4.9,9.812,26.1,27,,67.3,1.82
Year_2,2018,Site_2,Orchard_Block_3,SWS,9.5,Section 0-19,1.411764706,0.647058824,0.097976391,1.058823529,0.176470588,0.058823529,0.117647059,0,50.5,8,15.15,9.846666667,25.13333333,27.36666667,,64.5,1.42
Year_2,2018,Site_2,Orchard_Block_3,SWS,28.5,Section 19-38,0.611111111,0.5,0.077016353,0.388888889,0.111111111,0,0.111111111,0,51,7,13.2,10.48333333,25.61666667,27.98333333,,75.75,1.891666667
Year_2,2018,Site_2,Orchard_Block_3,SWS,47.5,Section 38-57,0.666666667,0.444444444,0.069749018,0.444444444,0.222222222,0,0,0,53.5,2,4.6,10.9025,26.25,28.45,,74.75,1.825
Year_2,2018,Site_2,Orchard_Block_3,SWS,66.5,Section 57-76,0.444444444,0.388888889,0.038508177,0.055555556,0.222222222,0.055555556,0.055555556,0.055555556,59,2.5,4.3,11.835,27.275,29.15,,73.875,2.06
Year_2,2018,Site_2,Orchard_Block_4,AMWS,9.5,Section 0-19,1.222222222,0.777777778,0.21651439,0.666666667,0.166666667,0,0.333333333,0.055555556,54.5,14.5,26.9,10.42,25.63333333,27.6,,60.91666667,2.016666667
Year_2,2018,Site_2,Orchard_Block_4,AMWS,28.5,Section 19-38,0.555555556,0.444444444,0.038508177,0.333333333,0.111111111,0,0.111111111,0,57.5,5,7.25,7.5875,23.65,24.4,,66.75,1.4
Year_2,2018,Site_2,Orchard_Block_4,AMWS,47.5,Section 38-57,0.777777778,0.722222222,0.073870075,0.277777778,0.333333333,0.055555556,0.111111111,0,82.5,13.5,16.85,10.745,26.21666667,26.26666667,,59.33333333,1.701666667
Year_2,2018,Site_2,Orchard_Block_4,AMWS,66.5,Section 57-76,0.555555556,0.444444444,0.073870075,0.111111111,0.166666667,0.166666667,0.111111111,0,49,14,26.75,9.888333333,24.9,27.31666667,,60.91666667,1.883333333
Year_2,2018,Site_2,Orchard_Block_4,CS,9.5,Section 0-19,3.777777778,1.388888889,0.347389517,2.444444444,0.222222222,0.166666667,0.833333333,0.111111111,71,29,37.65,9.055,24.25,26.33333333,,63.91666667,1.87
Year_2,2018,Site_2,Orchard_Block_4,CS,28.5,Section 19-38,2.277777778,1.333333333,0.311062975,1.055555556,0.111111111,0.111111111,0.944444444,0.055555556,84,19.5,23.25,10.915,25.81666667,27.83333333,,65.41666667,2.295
Year_2,2018,Site_2,Orchard_Block_4,CS,47.5,Section 38-57,1.944444444,1.166666667,0.282225853,1,0.222222222,0.111111111,0.555555556,0.055555556,60.5,10,16.5,8.475,24.71666667,25.55,,62.16666667,1.686666667
Year_2,2018,Site_2,Orchard_Block_4,CS,66.5,Section 57-76,0.888888889,0.611111111,0.154032707,0.222222222,0.333333333,0.111111111,0.222222222,0,38.5,8,21.05,9.293333333,24.6,26.13333333,,57.66666667,1.671666667
Year_2,2018,Site_2,Orchard_Block_4,SWS,9.5,Section 0-19,0.722222222,0.555555556,0.099542193,0.555555556,0.111111111,0,0.055555556,0,51,18,35.25,7.883333333,23.4,24.81666667,,62.83333333,1.513333333
Year_2,2018,Site_2,Orchard_Block_4,SWS,28.5,Section 19-38,1.166666667,0.555555556,0.105110916,0.777777778,0.166666667,0,0.111111111,0.111111111,69.5,8,11.15,9.113333333,24.98333333,26.18333333,,61,1.686666667
Year_2,2018,Site_2,Orchard_Block_4,SWS,47.5,Section 38-57,1.111111111,0.833333333,0.223057892,0.444444444,0.222222222,0.111111111,0.277777778,0.055555556,71.5,2,2.65,10.405,25.625,27.275,,67.5,2.0425
Year_2,2018,Site_2,Orchard_Block_4,SWS,66.5,Section 57-76,0.277777778,0.277777778,0,0.055555556,0.222222222,0,0,0,53,3.5,7.65,10,25.26666667,26.88333333,,60.83333333,1.986666667
Year_2,2018,Site_3,Orchard_Block_5,AMWS,9.5,Section 0-19,0.761904762,0.666666667,0.118328888,0.380952381,0,0.285714286,0.095238095,0,40,8,18.4,11.162,26.8,28.24,,65.1,1.66
Year_2,2018,Site_3,Orchard_Block_5,AMWS,28.5,Section 19-38,0.19047619,0.142857143,0,0.19047619,0,0,0,0,58,1.5,2.55,12.27,26.93333333,28.93333333,,62.16666667,1.936666667
Year_2,2018,Site_3,Orchard_Block_5,AMWS,47.5,Section 38-57,0.19047619,0.19047619,0,0.142857143,0,0.047619048,0,0,76.5,7.5,9.8,12.70666667,27.98333333,29.33333333,,69.08333333,1.991666667
Year_2,2018,Site_3,Orchard_Block_5,AMWS,66.5,Section 57-76,0.571428571,0.428571429,0.033007009,0.333333333,0,0.142857143,0.047619048,0.047619048,66.5,3,4.6,12.77666667,27.2,29.28333333,,62.5,1.953333333
Year_2,2018,Site_3,Orchard_Block_5,CS,9.5,Section 0-19,0.428571429,0.380952381,0.030310198,0.333333333,0,0.095238095,0,0,49.5,4,9.4,11.61666667,27.26666667,28.48333333,,67.08333333,1.848333333
Year_2,2018,Site_3,Orchard_Block_5,CS,28.5,Section 19-38,0.047619048,0.047619048,0,0.047619048,0,0,0,0,41.5,5.5,13,10.44166667,26.08333333,27.01666667,,61.08333333,1.806666667
Year_2,2018,Site_3,Orchard_Block_5,CS,47.5,Section 38-57,0.285714286,0.285714286,0,0.095238095,0,0.142857143,0,0.047619048,35,6.5,17.5,10.78333333,26.61666667,27.35,,58.5,1.726666667
Year_2,2018,Site_3,Orchard_Block_5,CS,66.5,Section 57-76,0.428571429,0.285714286,0.033007009,0.285714286,0,0.047619048,0.095238095,0,50,3,5.3,12.2225,26.85,29.05,,62.625,2.24
Year_2,2018,Site_3,Orchard_Block_5,SWS,9.5,Section 0-19,0.571428571,0.476190476,0.033007009,0.523809524,0,0.047619048,0,0,62,8,12.25,12.69,27.4,29.33333333,,59.91666667,2.101666667
Year_2,2018,Site_3,Orchard_Block_5,SWS,28.5,Section 19-38,0.285714286,0.285714286,0.033007009,0.142857143,0,0.095238095,0.047619048,0,52,4,7.45,13.694,28.26,30.02,,60.5,2.108
Year_2,2018,Site_3,Orchard_Block_5,SWS,47.5,Section 38-57,0.142857143,0.142857143,0,0.095238095,0,0.047619048,0,0,46,4.5,7.75,12.69666667,28,29.4,,56.33333333,2.076666667
Year_2,2018,Site_3,Orchard_Block_5,SWS,66.5,Section 57-76,0.238095238,0.238095238,0,0.142857143,0,0.095238095,0,0,40.5,6.5,16.05,12.56,27.15,29.06666667,,61.33333333,2.093333333
Year_2,2018,Site_3,Orchard_Block_6,AMWS,9.5,Section 0-19,1.095238095,0.523809524,0.052314871,0.80952381,0.095238095,0.095238095,0.047619048,0.047619048,74.5,15.5,20.4,9.245,25.28333333,25.95,,64.33333333,1.333333333
Year_2,2018,Site_3,Orchard_Block_6,AMWS,28.5,Section 19-38,1.047619048,0.666666667,0.126634414,0.666666667,0.19047619,0.047619048,0.095238095,0.047619048,65.5,11.5,18.4,9.848333333,25.28333333,26.93333333,,64.75,1.501666667
Year_2,2018,Site_3,Orchard_Block_6,AMWS,47.5,Section 38-57,0.928571429,0.714285714,0.094975811,0.428571429,0.428571429,0.071428571,0,0,81,12,14.8,9.316666667,25.03333333,26.46666667,,62,1.256666667
Year_2,2018,Site_3,Orchard_Block_6,CS,9.5,Section 0-19,0.904761905,0.666666667,0.116248311,0.523809524,0.095238095,0.047619048,0.047619048,0.19047619,39,9,23,9.16,24.5,26.41666667,,69.66666667,1.33
Year_2,2018,Site_3,Orchard_Block_6,CS,28.5,Section 19-38,0.666666667,0.428571429,0.030310198,0.571428571,0,0,0.047619048,0.047619048,73.5,9,9.1,8.526666667,24.5,25.16666667,,68.83333333,1.283333333
Year_2,2018,Site_3,Orchard_Block_6,CS,47.5,Section 38-57,0.928571429,0.642857143,0.089677309,0.428571429,0.142857143,0.071428571,0.142857143,0.142857143,57,13,22.8,8.236666667,24.9,25.1,,65,1.086666667
Year_2,2018,Site_3,Orchard_Block_6,SWS,9.5,Section 0-19,0.714285714,0.571428571,0.129331224,0.476190476,0.095238095,0.095238095,0.047619048,0,48,4.5,7.8,11.265,26.35,28.7,,67.125,1.7825
Year_2,2018,Site_3,Orchard_Block_6,SWS,28.5,Section 19-38,0.619047619,0.428571429,0.033007009,0.428571429,0.047619048,0,0.095238095,0.047619048,49.5,11,19.15,7.663333333,24.18333333,24.65,,61.33333333,1.096666667
Year_2,2018,Site_3,Orchard_Block_6,SWS,47.5,Section 38-57,0.642857143,0.5,0.099021026,0.285714286,0.142857143,0,0.142857143,0.071428571,71,10,14.1,8.193333333,24.8,25.53333333,,71.16666667,1.12
Year_2,2018,Site_4,Orchard_Block_7,AMWS,9.5,Section 0-19,1,0.722222222,0.179018154,0.444444444,0.333333333,0.111111111,0,0.111111111,60,10.5,17.9,9.79,25.55,26.95,,62.5,2.03
Year_2,2018,Site_4,Orchard_Block_7,AMWS,28.5,Section 19-38,0.444444444,0.388888889,0.099542193,0.055555556,0.166666667,0.055555556,0,0.166666667,43,11.5,26.95,9.1,24.86666667,26.51666667,,57.76666667,1.88
Year_2,2018,Site_4,Orchard_Block_7,AMWS,47.5,Section 38-57,0.166666667,0.083333333,0,0,0,0,0,0.166666667,60,8,13.3,9.99,25.4,27.16666667,,59.33333333,1.706666667
Year_2,2018,Site_4,Orchard_Block_7,CS,9.5,Section 0-19,0.944444444,0.833333333,0.176558546,0.111111111,0.277777778,0.388888889,0,0.166666667,56,11,19.75,7.811666667,23.66666667,25.3,,67,1.366666667
Year_2,2018,Site_4,Orchard_Block_7,CS,28.5,Section 19-38,0.611111111,0.611111111,0.099542193,0.055555556,0.277777778,0.166666667,0,0.111111111,71.5,17.5,23.15,8.668333333,24.16666667,26.01666667,,72,1.693333333
Year_2,2018,Site_4,Orchard_Block_7,CS,47.5,Section 38-57,0.166666667,0.166666667,0,0.111111111,0,0,0,0.055555556,77.5,14.5,18.05,8.691666667,24.28333333,25.86666667,,71.58333333,1.575
Year_2,2018,Site_4,Orchard_Block_7,CS,66.5,Section 57-76,0.444444444,0.444444444,0.11552453,0,0.166666667,0.166666667,0,0.111111111,59,1,1.7,8.98,24.55,26.15,,71,1.7
Year_2,2018,Site_4,Orchard_Block_7,SWS,9.5,Section 0-19,0.555555556,0.5,0.073870075,0.111111111,0.166666667,0.055555556,0,0.222222222,85.5,11,10.65,9.332,25.38,26.36,,64.5,2.082
Year_2,2018,Site_4,Orchard_Block_7,SWS,28.5,Section 19-38,0.277777778,0.222222222,0,0.055555556,0.055555556,0,0,0.166666667,53,9,17.15,7.925,23.46666667,25.1,,68.33333333,1.83
Year_2,2018,Site_4,Orchard_Block_7,SWS,47.5,Section 38-57,0.555555556,0.5,0.038508177,0.166666667,0.166666667,0,0,0.222222222,55.5,4,7.8,9.411666667,25.16666667,26.85,,65.83333333,1.813333333
Year_2,2018,Site_4,Orchard_Block_7,SWS,66.5,Section 57-76,0.166666667,0.111111111,0,0.055555556,0,0,0,0.111111111,47,5.5,11.5,9.096666667,24.98333333,26.23333333,,57.73333333,1.595
Year_2,2018,Site_4,Orchard_Block_8,AMWS,9.5,Section 0-19,0.222222222,0.222222222,0,0,0.111111111,0,0,0.111111111,85,10,11.75,10.11333333,25.96666667,27.15,,60.16666667,1.72
Year_2,2018,Site_4,Orchard_Block_8,AMWS,28.5,Section 19-38,0.444444444,0.388888889,0.038508177,0,0.111111111,0.055555556,0,0.277777778,80.5,12,14.85,9.048333333,25.1,26.58333333,,60.16666667,1.851666667
Year_2,2018,Site_4,Orchard_Block_8,AMWS,47.5,Section 38-57,0.222222222,0.222222222,0.038508177,0.055555556,0.166666667,0,0,0,49.5,7.5,14.8,8.751666667,24.6,26.5,,58.5,1.471666667
Year_2,2018,Site_4,Orchard_Block_8,AMWS,66.5,Section 57-76,0.222222222,0.166666667,0,0,0.111111111,0.055555556,0,0.055555556,68.5,9.5,13.4,9.215,25.15,26.43333333,,59.41666667,1.556666667
Year_2,2018,Site_4,Orchard_Block_8,CS,9.5,Section 0-19,0.555555556,0.555555556,0.077016353,0.055555556,0.111111111,0.111111111,0,0.277777778,55,6.5,11.95,6.668333333,23.35,23.75,,68.66666667,0.866666667
Year_2,2018,Site_4,Orchard_Block_8,CS,28.5,Section 19-38,0.166666667,0.166666667,0,0,0.055555556,0.055555556,0,0.055555556,79,15,18.95,10.69833333,25.61666667,27.96666667,,58.41666667,1.7
Year_2,2018,Site_4,Orchard_Block_8,CS,47.5,Section 38-57,0.277777778,0.222222222,0,0,0.222222222,0,0,0.055555556,67.5,8.5,12.95,10.72666667,26.03333333,26.23333333,,59.91666667,1.716666667
Year_2,2018,Site_4,Orchard_Block_8,CS,66.5,Section 57-76,0.5,0.277777778,0.035361898,0,0.111111111,0,0,0.388888889,63,9,14,8.76,24.78333333,25.93333333,,64.5,1.371666667
Year_2,2018,Site_4,Orchard_Block_8,SWS,9.5,Section 0-19,0.5,0.444444444,0.038508177,0,0.111111111,0.055555556,0.055555556,0.277777778,82.5,9,10.7,7.178333333,22.78333333,24.26666667,,63.16666667,1.476666667
Year_2,2018,Site_4,Orchard_Block_8,SWS,28.5,Section 19-38,0.333333333,0.277777778,0,0,0.055555556,0,0,0.277777778,51.5,6.5,12.95,7.115,23.43333333,24.25,,63.16666667,1.193333333
Year_2,2018,Site_4,Orchard_Block_8,SWS,47.5,Section 38-57,0.555555556,0.444444444,0,0,0.388888889,0,0,0.166666667,70.5,8.5,11.15,7.931666667,23.7,25.28333333,,60.5,1.463333333
Year_2,2018,Site_4,Orchard_Block_8,SWS,66.5,Section 57-76,0.055555556,0.055555556,0,0,0,0,0,0.055555556,73.5,8.5,12.1,8.331666667,24.4,25.83333333,,59.75,1.525
Year_2,2018,Site_5,Orchard_Block_10,AMWS,9.5,Section 0-19,0.833333333,0.666666667,0.125214311,0.444444444,0.055555556,0.111111111,0.055555556,0.166666667,53,16,30.5,6.786666667,22.9,23.75,,67.66666667,1.22
Year_2,2018,Site_5,Orchard_Block_10,AMWS,28.5,Section 19-38,0.333333333,0.222222222,0,0.277777778,0.055555556,0,0,0,66,12,18.25,8.306666667,24.31666667,25.21666667,,66.91666667,1.673333333
Year_2,2018,Site_5,Orchard_Block_10,AMWS,47.5,Section 38-57,0.333333333,0.277777778,0,0.111111111,0,0,0,0.222222222,39,1.5,3.85,9.356666667,24.76666667,26.66666667,,65.5,2.293333333
Year_2,2018,Site_5,Orchard_Block_10,AMWS,66.5,Section 57-76,0.333333333,0.333333333,0.038508177,0.166666667,0.055555556,0,0,0.111111111,73.5,3.5,4.75,8.812,24.82,25.92,,73.3,2.252
Year_2,2018,Site_5,Orchard_Block_10,CS,9.5,Section 0-19,1.166666667,0.444444444,0.066308311,1,0.055555556,0.055555556,0,0.055555556,49.5,14,29.35,9.953333333,25.6,27.1,,65.75,2.018333333
Year_2,2018,Site_5,Orchard_Block_10,CS,28.5,Section 19-38,0.666666667,0.333333333,0.031240841,0.555555556,0,0,0,0.111111111,79,14.5,18.3,8.125,24.03333333,25.28333333,,61.75,1.361666667
Year_2,2018,Site_5,Orchard_Block_10,CS,47.5,Section 38-57,0.833333333,0.444444444,0.064478041,0.611111111,0.166666667,0,0,0.055555556,61.5,16,25.8,9.568333333,25.25,26.95,,62.58333333,1.895
Year_2,2018,Site_5,Orchard_Block_10,CS,66.5,Section 57-76,0.944444444,0.5,0.094780196,0.611111111,0.166666667,0,0,0.166666667,61.5,11,17.75,5.836666667,22.43333333,21.96666667,,62.33333333,0.756666667
Year_2,2018,Site_5,Orchard_Block_10,SWS,9.5,Section 0-19,0.944444444,0.666666667,0.109231973,0.555555556,0.166666667,0.111111111,0,0.111111111,86.5,27.5,31.5,7.098333333,23,24.23333333,,67.5,1.091666667
Year_2,2018,Site_5,Orchard_Block_10,SWS,28.5,Section 19-38,0.388888889,0.277777778,0,0.222222222,0.111111111,0.055555556,0,0,58,14,25.1,8.77,24.53333333,26,,64.33333333,1.738333333
Year_2,2018,Site_5,Orchard_Block_10,SWS,47.5,Section 38-57,0.583333333,0.25,0,0.5,0.083333333,0,0,0,76,13,17.1,8.55,24.9,25.66666667,,73.5,1.783333333
Year_2,2018,Site_5,Orchard_Block_9,AMWS,9.5,Section 0-19,0.888888889,0.333333333,0.063162033,0.722222222,0,0,0,0.166666667,94.5,12.5,13.3,9.005,25.33333333,26.46666667,,64.08333333,1.686666667
Year_2,2018,Site_5,Orchard_Block_9,AMWS,28.5,Section 19-38,1.111111111,0.777777778,0.196411901,0.555555556,0.277777778,0.055555556,0.055555556,0.166666667,86,9,10.5,8.658333333,24.98333333,26.13333333,,60.41666667,1.608333333
Year_2,2018,Site_5,Orchard_Block_9,AMWS,47.5,Section 38-57,1.166666667,0.555555556,0.105614494,0.722222222,0.055555556,0.055555556,0,0.333333333,52,7,13.3,9.703333333,25.4,26.81666667,,62.75,2.156666667
Year_2,2018,Site_5,Orchard_Block_9,AMWS,66.5,Section 57-76,0.944444444,0.388888889,0.053094438,0.666666667,0.055555556,0.055555556,0,0.166666667,62,7.5,10.35,8.708,25.06,25.74,,53.2,1.76
Year_2,2018,Site_5,Orchard_Block_9,CS,9.5,Section 0-19,0.5,0.277777778,0.038508177,0.388888889,0.055555556,0.055555556,0,0,94.5,6,5.9,9.2075,25.375,26.175,,52.875,1.7425
Year_2,2018,Site_5,Orchard_Block_9,CS,28.5,Section 19-38,0.888888889,0.555555556,0.122541826,0.5,0.055555556,0.055555556,0,0.277777778,93.5,4.5,5.45,10.18166667,26,27.28333333,,64.25,1.98
Year_2,2018,Site_5,Orchard_Block_9,CS,47.5,Section 38-57,0.611111111,0.388888889,0.063162033,0.444444444,0,0,0,0.166666667,51.5,2,2.85,8.233333333,23.83333333,25,,70.83333333,2.283333333
Year_2,2018,Site_5,Orchard_Block_9,CS,66.5,Section 57-76,0.277777778,0.222222222,0,0.222222222,0.055555556,0,0,0,100,9,9.15,10.09166667,25.9,27.1,,62.16666667,2.158333333
Year_2,2018,Site_5,Orchard_Block_9,SWS,9.5,Section 0-19,0.777777778,0.5,0.059040976,0.555555556,0,0.055555556,0,0.166666667,68.5,11,16.7,10.92,26.53333333,27.7,,61.33333333,2.088333333
Year_2,2018,Site_5,Orchard_Block_9,SWS,28.5,Section 19-38,0.777777778,0.333333333,0.068630378,0.5,0.055555556,0.055555556,0,0.166666667,58.5,7.5,11.05,9.638,25.8,26.62,,61.6,2.068
Year_2,2018,Site_5,Orchard_Block_9,SWS,47.5,Section 38-57,0.777777778,0.333333333,0.059040976,0.666666667,0,0.055555556,0,0.055555556,83.5,10,12.25,10.565,25.95,27.31666667,,67.75,2.066666667
Year_2,2018,Site_5,Orchard_Block_9,SWS,66.5,Section 57-76,0.5,0.277777778,0.084033649,0.333333333,0,0.055555556,0,0.111111111,42.5,2.5,6.05,9.814,25.36,26.86,,68.2,2.406
Year_3,2019,Site_1,Orchard_Block_1,AMWS,9.5,Section 0-19,0.619047619,0.523809524,0,0.19047619,0.428571429,0,0,0,52,18,34.6,12.63666667,29.13333333,29.5,25.96666667,65.16666667,1.85
Year_3,2019,Site_1,Orchard_Block_1,AMWS,28.5,Section 19-38,1.142857143,0.80952381,0.159641423,0.142857143,0.761904762,0.238095238,0,0,98,31,31.6,11.26,26.2,28.9,24.5,54.66666667,1.773333333
Year_3,2019,Site_1,Orchard_Block_1,AMWS,47.5,Section 38-57,1.095238095,0.904761905,0.129331224,0.095238095,0.619047619,0.285714286,0.095238095,0,66,24,36.4,15.00333333,30.56666667,30.73333333,27.13333333,65.83333333,2.55
Year_3,2019,Site_1,Orchard_Block_1,AMWS,66.5,Section 57-76,1.047619048,0.80952381,0.033007009,0.142857143,0.904761905,0,0,0,26,6,23.1,12.87333333,29.5,30.36666667,25.86666667,65.83333333,1.516666667
